Location,NAICS Code,NAICS Description,Total CBP and NES Establishments,CBP Establishments Percentage,NES Establishments Percentage,CBP Establishments
"WebbCounty,Texas",7225,Restaurants and Other Eating Places,591,61.1,38.9,361
"WhartonCounty,Texas",7225,Restaurants and Other Eating Places,84,75,25,63
"WheelerCounty,Texas",7225,Restaurants and Other Eating Places,20,70,30,14
"WichitaCounty,Texas",7225,Restaurants and Other Eating Places,256,89.8,10.2,230
"WilbargerCounty,Texas",7225,Restaurants and Other Eating Places,D,D,D,24
"WillacyCounty,Texas",7225,Restaurants and Other Eating Places,35,48.6,51.4,17
"WilliamsonCounty,Texas",7225,Restaurants and Other Eating Places,858,88.2,11.8,757
"WilsonCounty,Texas",7225,Restaurants and Other Eating Places,64,75,25,48
"WinklerCounty,Texas",7225,Restaurants and Other Eating Places,18,38.9,61.1,7
"WiseCounty,Texas",7225,Restaurants and Other Eating Places,99,83.8,16.2,83
"WoodCounty,Texas",7225,Restaurants and Other Eating Places,69,78.3,21.7,54
"YoakumCounty,Texas",7225,Restaurants and Other Eating Places,27,66.7,33.3,18
"YoungCounty,Texas",7225,Restaurants and Other Eating Places,41,82.9,17.1,34
"ZapataCounty,Texas",7225,Restaurants and Other Eating Places,32,46.9,53.1,15
"ZavalaCounty,Texas",7225,Restaurants and Other Eating Places,32,34.4,65.6,11
"BeaverCounty,Utah",7225,Restaurants and Other Eating Places,24,70.8,29.2,17
"BoxElderCounty,Utah",7225,Restaurants and Other Eating Places,66,86.4,13.6,57
"CacheCounty,Utah",7225,Restaurants and Other Eating Places,164,92.7,7.3,152
"CarbonCounty,Utah",7225,Restaurants and Other Eating Places,D,D,D,33
"DavisCounty,Utah",7225,Restaurants and Other Eating Places,448,90,10,403
"DuchesneCounty,Utah",7225,Restaurants and Other Eating Places,35,65.7,34.3,23
"EmeryCounty,Utah",7225,Restaurants and Other Eating Places,17,76.5,23.5,13
"GarfieldCounty,Utah",7225,Restaurants and Other Eating Places,D,D,D,24
"GrandCounty,Utah",7225,Restaurants and Other Eating Places,D,D,D,48
"IronCounty,Utah",7225,Restaurants and Other Eating Places,83,83.1,16.9,69
"JuabCounty,Utah",7225,Restaurants and Other Eating Places,28,85.7,14.3,24
"KaneCounty,Utah",7225,Restaurants and Other Eating Places,28,82.1,17.9,23
"MorganCounty,Utah",7225,Restaurants and Other Eating Places,D,D,D,8
"PiuteCounty,Utah",7225,Restaurants and Other Eating Places,D,D,D,2
"RichCounty,Utah",7225,Restaurants and Other Eating Places,D,D,D,11
"SaltLakeCounty,Utah",7225,Restaurants and Other Eating Places,"2,101",89.9,10.1,"1,889"
"SanJuanCounty,Utah",7225,Restaurants and Other Eating Places,D,D,D,16
"SanpeteCounty,Utah",7225,Restaurants and Other Eating Places,D,D,D,29
"SevierCounty,Utah",7225,Restaurants and Other Eating Places,36,91.7,8.3,33
"SummitCounty,Utah",7225,Restaurants and Other Eating Places,151,95.4,4.6,144
"TooeleCounty,Utah",7225,Restaurants and Other Eating Places,65,86.2,13.8,56
"UintahCounty,Utah",7225,Restaurants and Other Eating Places,57,75.4,24.6,43
"UtahCounty,Utah",7225,Restaurants and Other Eating Places,757,89.7,10.3,679
"WasatchCounty,Utah",7225,Restaurants and Other Eating Places,51,88.2,11.8,45
"WashingtonCounty,Utah",7225,Restaurants and Other Eating Places,278,92.1,7.9,256
"WayneCounty,Utah",7225,Restaurants and Other Eating Places,D,D,D,10
"WeberCounty,Utah",7225,Restaurants and Other Eating Places,367,91,9,334
"AddisonCounty,Vermont",7225,Restaurants and Other Eating Places,60,90,10,54
"BenningtonCounty,Vermont",7225,Restaurants and Other Eating Places,88,92,8,81
"CaledoniaCounty,Vermont",7225,Restaurants and Other Eating Places,53,84.9,15.1,45
"ChittendenCounty,Vermont",7225,Restaurants and Other Eating Places,343,92.4,7.6,317
"EssexCounty,Vermont",7225,Restaurants and Other Eating Places,D,D,D,7
"FranklinCounty,Vermont",7225,Restaurants and Other Eating Places,77,80.5,19.5,62
"GrandIsleCounty,Vermont",7225,Restaurants and Other Eating Places,10,60,40,6
"LamoilleCounty,Vermont",7225,Restaurants and Other Eating Places,81,90.1,9.9,73
"OrangeCounty,Vermont",7225,Restaurants and Other Eating Places,42,85.7,14.3,36
"OrleansCounty,Vermont",7225,Restaurants and Other Eating Places,50,80,20,40
"RutlandCounty,Vermont",7225,Restaurants and Other Eating Places,153,89.5,10.5,137
"WashingtonCounty,Vermont",7225,Restaurants and Other Eating Places,134,88.8,11.2,119
"WindhamCounty,Vermont",7225,Restaurants and Other Eating Places,147,86.4,13.6,127
"WindsorCounty,Vermont",7225,Restaurants and Other Eating Places,131,82.4,17.6,108
"AccomackCounty,Virginia",7225,Restaurants and Other Eating Places,83,77.1,22.9,64
"AlbemarleCounty,Virginia",7225,Restaurants and Other Eating Places,175,86.3,13.7,151
"AlleghanyCounty,Virginia",7225,Restaurants and Other Eating Places,19,78.9,21.1,15
"AmeliaCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,11
"AppomattoxCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,13
"ArlingtonCounty,Virginia",7225,Restaurants and Other Eating Places,625,88.6,11.4,554
"AugustaCounty,Virginia",7225,Restaurants and Other Eating Places,71,85.9,14.1,61
"BathCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,5
"BedfordCounty,Virginia",7225,Restaurants and Other Eating Places,77,80.5,19.5,62
"BotetourtCounty,Virginia",7225,Restaurants and Other Eating Places,49,89.8,10.2,44
"BrunswickCounty,Virginia",7225,Restaurants and Other Eating Places,11,72.7,27.3,8
"BuchananCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,17
"BuckinghamCounty,Virginia",7225,Restaurants and Other Eating Places,10,50,50,5
"CampbellCounty,Virginia",7225,Restaurants and Other Eating Places,78,88.5,11.5,69
"CarolineCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,24
"CarrollCounty,Virginia",7225,Restaurants and Other Eating Places,37,81.1,18.9,30
"CharlesCityCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,1
"CharlotteCounty,Virginia",7225,Restaurants and Other Eating Places,11,72.7,27.3,8
"ChesterfieldCounty,Virginia",7225,Restaurants and Other Eating Places,564,88.8,11.2,501
"ClarkeCounty,Virginia",7225,Restaurants and Other Eating Places,20,70,30,14
"CraigCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,1
"CulpeperCounty,Virginia",7225,Restaurants and Other Eating Places,77,90.9,9.1,70
"DickensonCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,11
"DinwiddieCounty,Virginia",7225,Restaurants and Other Eating Places,20,70,30,14
"EssexCounty,Virginia",7225,Restaurants and Other Eating Places,30,90,10,27
"FairfaxCounty,Virginia",7225,Restaurants and Other Eating Places,"2,345",84.1,15.9,"1,973"
"FauquierCounty,Virginia",7225,Restaurants and Other Eating Places,119,89.1,10.9,106
"FloydCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,12
"FluvannaCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,17
"FranklinCounty,Virginia",7225,Restaurants and Other Eating Places,70,85.7,14.3,60
"FrederickCounty,Virginia",7225,Restaurants and Other Eating Places,112,88.4,11.6,99
"GilesCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,19
"GloucesterCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,51
"GoochlandCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,25
"GraysonCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,8
"GreeneCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,23
"GreensvilleCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,6
"HalifaxCounty,Virginia",7225,Restaurants and Other Eating Places,53,88.7,11.3,47
"HanoverCounty,Virginia",7225,Restaurants and Other Eating Places,191,91.1,8.9,174
"HenricoCounty,Virginia",7225,Restaurants and Other Eating Places,705,87.4,12.6,616
"HenryCounty,Virginia",7225,Restaurants and Other Eating Places,58,87.9,12.1,51
"HighlandCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,3
"IsleofWightCounty,Virginia",7225,Restaurants and Other Eating Places,47,83,17,39
"JamesCityCounty,Virginia",7225,Restaurants and Other Eating Places,112,92,8,103
"KingandQueenCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,3
"KingGeorgeCounty,Virginia",7225,Restaurants and Other Eating Places,34,85.3,14.7,29
"KingWilliamCounty,Virginia",7225,Restaurants and Other Eating Places,25,88,12,22
"LancasterCounty,Virginia",7225,Restaurants and Other Eating Places,32,75,25,24
"LeeCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,16
"LoudounCounty,Virginia",7225,Restaurants and Other Eating Places,743,87.1,12.9,647
"LouisaCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,22
"LunenburgCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,9
"MadisonCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,11
"MathewsCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,11
"MecklenburgCounty,Virginia",7225,Restaurants and Other Eating Places,57,87.7,12.3,50
"MontgomeryCounty,Virginia",7225,Restaurants and Other Eating Places,186,94.6,5.4,176
"NelsonCounty,Virginia",7225,Restaurants and Other Eating Places,S,S,S,14
"NewKentCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,29
"NorthamptonCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,24
"NottowayCounty,Virginia",7225,Restaurants and Other Eating Places,30,86.7,13.3,26
"OrangeCounty,Virginia",7225,Restaurants and Other Eating Places,60,90,10,54
"PageCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,33
"PatrickCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,17
"PittsylvaniaCounty,Virginia",7225,Restaurants and Other Eating Places,42,81,19,34
"PowhatanCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,29
"PrinceEdwardCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,33
"PrinceGeorgeCounty,Virginia",7225,Restaurants and Other Eating Places,40,90,10,36
"PrinceWilliamCounty,Virginia",7225,Restaurants and Other Eating Places,717,86.5,13.5,620
"PulaskiCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,49
"RappahannockCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,7
"RichmondCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,8
"RoanokeCounty,Virginia",7225,Restaurants and Other Eating Places,135,88.1,11.9,119
"RockbridgeCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,24
"RockinghamCounty,Virginia",7225,Restaurants and Other Eating Places,88,80.7,19.3,71
"RussellCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,26
"ScottCounty,Virginia",7225,Restaurants and Other Eating Places,27,74.1,25.9,20
"ShenandoahCounty,Virginia",7225,Restaurants and Other Eating Places,65,90.8,9.2,59
"SmythCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,37
"SouthamptonCounty,Virginia",7225,Restaurants and Other Eating Places,9,55.6,44.4,5
"SpotsylvaniaCounty,Virginia",7225,Restaurants and Other Eating Places,208,86.5,13.5,180
"StaffordCounty,Virginia",7225,Restaurants and Other Eating Places,182,86.8,13.2,158
"SurryCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,5
"TazewellCounty,Virginia",7225,Restaurants and Other Eating Places,68,85.3,14.7,58
"WarrenCounty,Virginia",7225,Restaurants and Other Eating Places,69,88.4,11.6,61
"WashingtonCounty,Virginia",7225,Restaurants and Other Eating Places,79,88.6,11.4,70
"WestmorelandCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,22
"WiseCounty,Virginia",7225,Restaurants and Other Eating Places,51,90.2,9.8,46
"WytheCounty,Virginia",7225,Restaurants and Other Eating Places,58,93.1,6.9,54
"YorkCounty,Virginia",7225,Restaurants and Other Eating Places,130,93.1,6.9,121
"AlexandriacityCounty,Virginia",7225,Restaurants and Other Eating Places,407,84,16,342
"BedfordcityCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,21
"BristolcityCounty,Virginia",7225,Restaurants and Other Eating Places,68,95.6,4.4,65
"BuenaVistacityCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,9
"CharlottesvillecityCounty,Virginia",7225,Restaurants and Other Eating Places,251,93.6,6.4,235
"ChesapeakecityCounty,Virginia",7225,Restaurants and Other Eating Places,464,89.4,10.6,415
"ColonialHeightscityCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,79
"CovingtoncityCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,20
"DanvillecityCounty,Virginia",7225,Restaurants and Other Eating Places,124,94.4,5.6,117
"EmporiacityCounty,Virginia",7225,Restaurants and Other Eating Places,25,88,12,22
"FairfaxcityCounty,Virginia",7225,Restaurants and Other Eating Places,211,93.4,6.6,197
"FallsChurchcityCounty,Virginia",7225,Restaurants and Other Eating Places,109,96.3,3.7,105
"FredericksburgcityCounty,Virginia",7225,Restaurants and Other Eating Places,155,98.1,1.9,152
"GalaxcityCounty,Virginia",7225,Restaurants and Other Eating Places,38,86.8,13.2,33
"HamptoncityCounty,Virginia",7225,Restaurants and Other Eating Places,249,87.6,12.4,218
"HarrisonburgcityCounty,Virginia",7225,Restaurants and Other Eating Places,171,91.8,8.2,157
"HopewellcityCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,32
"LynchburgcityCounty,Virginia",7225,Restaurants and Other Eating Places,202,87.6,12.4,177
"ManassascityCounty,Virginia",7225,Restaurants and Other Eating Places,125,90.4,9.6,113
"ManassasParkcityCounty,Virginia",7225,Restaurants and Other Eating Places,21,57.1,42.9,12
"MartinsvillecityCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,38
"NewportNewscityCounty,Virginia",7225,Restaurants and Other Eating Places,389,87.7,12.3,341
"NorfolkcityCounty,Virginia",7225,Restaurants and Other Eating Places,559,91.8,8.2,513
"PetersburgcityCounty,Virginia",7225,Restaurants and Other Eating Places,S,S,S,66
"PoquosoncityCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,19
"PortsmouthcityCounty,Virginia",7225,Restaurants and Other Eating Places,156,90.4,9.6,141
"RadfordcityCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,19
"RichmondcityCounty,Virginia",7225,Restaurants and Other Eating Places,583,90.1,9.9,525
"RoanokecityCounty,Virginia",7225,Restaurants and Other Eating Places,279,88.5,11.5,247
"SalemcityCounty,Virginia",7225,Restaurants and Other Eating Places,78,92.3,7.7,72
"StauntoncityCounty,Virginia",7225,Restaurants and Other Eating Places,69,88.4,11.6,61
"SuffolkcityCounty,Virginia",7225,Restaurants and Other Eating Places,136,90.4,9.6,123
"VirginiaBeachcityCounty,Virginia",7225,Restaurants and Other Eating Places,"1,158",91.4,8.6,"1,058"
"WaynesborocityCounty,Virginia",7225,Restaurants and Other Eating Places,66,92.4,7.6,61
"WilliamsburgcityCounty,Virginia",7225,Restaurants and Other Eating Places,D,D,D,104
"WinchestercityCounty,Virginia",7225,Restaurants and Other Eating Places,140,94.3,5.7,132
"AdamsCounty,Washington",7225,Restaurants and Other Eating Places,30,86.7,13.3,26
"AsotinCounty,Washington",7225,Restaurants and Other Eating Places,35,91.4,8.6,32
"BentonCounty,Washington",7225,Restaurants and Other Eating Places,332,91.6,8.4,304
"ChelanCounty,Washington",7225,Restaurants and Other Eating Places,217,92.6,7.4,201
"ClallamCounty,Washington",7225,Restaurants and Other Eating Places,159,94.3,5.7,150
"ClarkCounty,Washington",7225,Restaurants and Other Eating Places,714,91.3,8.7,652
"ColumbiaCounty,Washington",7225,Restaurants and Other Eating Places,11,63.6,36.4,7
"CowlitzCounty,Washington",7225,Restaurants and Other Eating Places,162,95.1,4.9,154
"DouglasCounty,Washington",7225,Restaurants and Other Eating Places,51,86.3,13.7,44
"FerryCounty,Washington",7225,Restaurants and Other Eating Places,D,D,D,12
"FranklinCounty,Washington",7225,Restaurants and Other Eating Places,118,85.6,14.4,101
"GarfieldCounty,Washington",7225,Restaurants and Other Eating Places,D,D,D,2
"GrantCounty,Washington",7225,Restaurants and Other Eating Places,148,89.2,10.8,132
"GraysHarborCounty,Washington",7225,Restaurants and Other Eating Places,158,88,12,139
"IslandCounty,Washington",7225,Restaurants and Other Eating Places,132,90.9,9.1,120
"JeffersonCounty,Washington",7225,Restaurants and Other Eating Places,70,90,10,63
"KingCounty,Washington",7225,Restaurants and Other Eating Places,"5,607",91.8,8.2,"5,148"
"KitsapCounty,Washington",7225,Restaurants and Other Eating Places,467,92.3,7.7,431
"KittitasCounty,Washington",7225,Restaurants and Other Eating Places,126,90.5,9.5,114
"KlickitatCounty,Washington",7225,Restaurants and Other Eating Places,41,82.9,17.1,34
"LewisCounty,Washington",7225,Restaurants and Other Eating Places,158,92.4,7.6,146
"LincolnCounty,Washington",7225,Restaurants and Other Eating Places,D,D,D,17
"MasonCounty,Washington",7225,Restaurants and Other Eating Places,90,92.2,7.8,83
"OkanoganCounty,Washington",7225,Restaurants and Other Eating Places,92,85.9,14.1,79
"PacificCounty,Washington",7225,Restaurants and Other Eating Places,66,83.3,16.7,55
"PendOreilleCounty,Washington",7225,Restaurants and Other Eating Places,D,D,D,13
"PierceCounty,Washington",7225,Restaurants and Other Eating Places,"1,479",91.3,8.7,"1,351"
"SanJuanCounty,Washington",7225,Restaurants and Other Eating Places,70,85.7,14.3,60
"SkagitCounty,Washington",7225,Restaurants and Other Eating Places,290,91.7,8.3,266
"SkamaniaCounty,Washington",7225,Restaurants and Other Eating Places,20,60,40,12
"SnohomishCounty,Washington",7225,Restaurants and Other Eating Places,"1,556",89.5,10.5,"1,392"
"SpokaneCounty,Washington",7225,Restaurants and Other Eating Places,920,93.3,6.7,858
"StevensCounty,Washington",7225,Restaurants and Other Eating Places,68,92.6,7.4,63
"ThurstonCounty,Washington",7225,Restaurants and Other Eating Places,479,94.6,5.4,453
"WahkiakumCounty,Washington",7225,Restaurants and Other Eating Places,D,D,D,4
"WallaWallaCounty,Washington",7225,Restaurants and Other Eating Places,100,91,9,91
"WhatcomCounty,Washington",7225,Restaurants and Other Eating Places,442,92.1,7.9,407
"WhitmanCounty,Washington",7225,Restaurants and Other Eating Places,84,88.1,11.9,74
"YakimaCounty,Washington",7225,Restaurants and Other Eating Places,376,87.5,12.5,329
"BarbourCounty,WestVirginia",7225,Restaurants and Other Eating Places,D,D,D,19
"BerkeleyCounty,WestVirginia",7225,Restaurants and Other Eating Places,143,94.4,5.6,135
"BraxtonCounty,WestVirginia",7225,Restaurants and Other Eating Places,26,88.5,11.5,23
"BrookeCounty,WestVirginia",7225,Restaurants and Other Eating Places,32,90.6,9.4,29
"CabellCounty,WestVirginia",7225,Restaurants and Other Eating Places,212,92.5,7.5,196
"CalhounCounty,WestVirginia",7225,Restaurants and Other Eating Places,D,D,D,4
"ClayCounty,WestVirginia",7225,Restaurants and Other Eating Places,5,40,60,2
"FayetteCounty,WestVirginia",7225,Restaurants and Other Eating Places,64,84.4,15.6,54
"GrantCounty,WestVirginia",7225,Restaurants and Other Eating Places,D,D,D,15
"GreenbrierCounty,WestVirginia",7225,Restaurants and Other Eating Places,71,84.5,15.5,60
"HampshireCounty,WestVirginia",7225,Restaurants and Other Eating Places,22,86.4,13.6,19
