,Location,Obesity Percentage,Lower Limit,Upper Limit,Population
2382,"Potter County,  Texas",36.8,28.4,45.5,
2383,"Powder River County,  Montana",26.3,17.6,36,
2384,"Powell County,  Kentucky",32.1,21.9,43.2,
2385,"Powell County,  Montana",31.8,23.3,41.5,
2386,"Power County,  Idaho",35.4,26.4,45.4,
2387,"Poweshiek County,  Iowa",31.3,24.6,38.3,
2388,"Powhatan County,  Virginia",26.9,18.2,36.4,
2389,"Prairie County,  Arkansas",45.6,34.2,57,
2390,"Prairie County,  Montana",35.3,23.8,48.9,
2391,"Pratt County,  Kansas",33.3,27,39.6,
2392,"Preble County,  Ohio",27.9,19.8,37.2,
2393,"Prentiss County,  Mississippi",32.2,24.4,40.8,
2394,"Presidio County,  Texas",29.7,18.2,43,
2395,"Presque Isle County,  Michigan",33.3,24.1,44.4,
2396,"Preston County,  West Virginia",35.1,30.1,40.4,
2397,"Price County,  Wisconsin",28.2,21.8,34.8,
2398,"Prince Edward County,  Virginia",37.7,29.1,46.6,
2399,"Prince George County,  Virginia",31.8,25.3,38.8,
2400,"Prince Georges County,  Maryland",36.9,35.1,38.9,
2401,"Prince William County,  Virginia",30,26.9,33.1,"468,011.00"
2402,"Prince of Wales - Outer Ketchikan,  Alaska",No Data,No Data,No Data,
2403,"Prince of Wales-Hyder Censu,  Alaska",44.8,33.9,56.1,
2404,"Providence County,  Rhode Island",29,27.9,30.2,"636,084.00"
2405,"Prowers County,  Colorado",34,27.6,40.6,
2406,"Pueblo County,  Colorado",29.4,25.9,33.4,
2407,"Pulaski County,  Arkansas",33.1,30.6,35.6,"392,680.00"
2408,"Pulaski County,  Georgia",42.3,29.5,54.8,
2409,"Pulaski County,  Illinois",34.7,19,54.3,
2410,"Pulaski County,  Indiana",30.6,21.1,42.1,
2411,"Pulaski County,  Kentucky",37,32.5,41.2,
2412,"Pulaski County,  Missouri",32.9,24.4,41.9,
2413,"Pulaski County,  Virginia",30.2,21.7,38.4,
2414,"Pushmataha County,  Oklahoma",33.6,25.3,42.7,
2415,"Putnam County,  Florida",39.5,35.7,43.4,
2416,"Putnam County,  Georgia",34.3,23.4,45.7,
2417,"Putnam County,  Illinois",24.5,15.2,38,
2418,"Putnam County,  Indiana",30.3,23.9,37.7,
2419,"Putnam County,  Missouri",28.1,19,39.4,
2420,"Putnam County,  New York",22.1,18.6,25.9,
2421,"Putnam County,  Ohio",37.4,31.6,43.3,
2422,"Putnam County,  Tennessee",28.3,23.1,33.9,
2423,"Putnam County,  West Virginia",34.8,30.8,39,
2424,"Quay County,  New Mexico",30,22.6,38.4,
2425,"Quebradillas Municipio,  Puerto Rico",No Data,No Data,No Data,
2426,"Queen Annes County,  Maryland",28.2,25.1,31.5,
2427,"Queens County,  New York",23,21.2,24.7,"2,278,906.00"
2428,"Quitman County,  Georgia",28.9,14.2,47.8,
2429,"Quitman County,  Mississippi",41.6,30.7,53.6,
2430,"Rabun County,  Georgia",32.1,20.8,45.2,
2431,"Racine County,  Wisconsin",36.1,31.4,40.8,
2432,"Radford City,  Virginia",34.4,24.3,45.4,
2433,"Rains County,  Texas",30.4,18.6,45.1,
2434,"Raleigh County,  West Virginia",39.8,36.5,43.4,
2435,"Ralls County,  Missouri",29.8,20.9,39.9,
2436,"Ramsey County,  Minnesota",26,24.7,27.5,"550,210.00"
2437,"Ramsey County,  North Dakota",30.3,25.2,36,
2438,"Randall County,  Texas",27.1,20.9,34.4,
2439,"Randolph County,  Alabama",37.6,28.7,47.4,
2440,"Randolph County,  Arkansas",35,25.9,45.6,
2441,"Randolph County,  Georgia",36.1,18.9,54.7,
2442,"Randolph County,  Illinois",26.7,17.1,37.5,
2443,"Randolph County,  Indiana",36.3,28.6,45.2,
2444,"Randolph County,  Missouri",40.8,33.1,48.2,
2445,"Randolph County,  North Carolina",32.5,25.4,40.3,
2446,"Randolph County,  West Virginia",34.5,29,40.2,
2447,"Rankin County,  Mississippi",35.3,30.6,40.4,
2448,"Ransom County,  North Dakota",32.5,26.1,40.1,
2449,"Rapides Parish,  Louisiana",39.7,35.2,44.5,
2450,"Rappahannock County,  Virginia",40.5,27.3,53.8,
2451,"Ravalli County,  Montana",26.2,21.3,31.8,
2452,"Rawlins County,  Kansas",26.8,19.1,35.6,
2453,"Ray County,  Missouri",34.8,26.6,44.1,
2454,"Reagan County,  Texas",28.1,16.6,41.3,
2455,"Real County,  Texas",24.5,14.6,38.6,
2456,"Red Lake County,  Minnesota",36.6,27.3,47.3,
2457,"Red River County,  Texas",39.8,33.1,47.2,
2458,"Red River Parish,  Louisiana",31.1,19.7,44.5,
2459,"Red Willow County,  Nebraska",35.6,30.8,40.7,
2460,"Redwood County,  Minnesota",34.8,28,41.6,
2461,"Reeves County,  Texas",28.5,18.5,40.1,
2462,"Refugio County,  Texas",20.9,12.3,33.9,
2463,"Reno County,  Kansas",36.2,33,39.5,
2464,"Rensselaer County,  New York",30.4,26.6,34.3,
2465,"Renville County,  Minnesota",33.8,27.2,41.6,
2466,"Renville County,  North Dakota",28.5,20.3,37.2,
2467,"Republic County,  Kansas",35.3,27.6,44,
2468,"Reynolds County,  Missouri",31.2,20.5,43.7,
2469,"Rhea County,  Tennessee",38.2,29.9,47.3,
2470,"Rice County,  Kansas",37.5,30.8,44.3,
2471,"Rice County,  Minnesota",25.8,22.2,29.6,
2472,"Rich County,  Utah",25.1,16.9,34.9,
2473,"Richardson County,  Nebraska",36.8,31.6,42.3,
2474,"Richland County,  Illinois",27.5,17.4,39.1,
2475,"Richland County,  Montana",30.5,25.2,35.8,
2476,"Richland County,  North Dakota",36,31.3,41.4,
2477,"Richland County,  Ohio",32.3,28.1,36.8,
2478,"Richland County,  South Carolina",32.6,30.3,34.9,"414,576.00"
2479,"Richland County,  Wisconsin",33.9,23.9,44.5,
2480,"Richland Parish,  Louisiana",35.5,26.8,45.2,
2481,"Richmond City,  Virginia",31,27.3,34.6,
2482,"Richmond County,  Georgia",35.4,30.4,41.2,
2483,"Richmond County,  New York",27.1,24.1,30.1,"476,179.00"
2484,"Richmond County,  North Carolina",38.8,29.1,49.4,
2485,"Richmond County,  Virginia",29.9,23.2,38.4,
2486,"Riley County,  Kansas",26.4,24,28.8,
2487,"Rincón Municipio,  Puerto Rico",No Data,No Data,No Data,
2488,"Ringgold County,  Iowa",32.7,23.5,44.2,
2489,"Rio Arriba County,  New Mexico",28.2,23.7,33.5,
2490,"Rio Blanco County,  Colorado",25.4,18.3,33.3,
2491,"Rio Grande County,  Colorado",27.1,20.6,34.4,
2492,"Ripley County,  Indiana",31.3,24.8,37.9,
2493,"Ripley County,  Missouri",36.7,27.4,46.8,
2494,"Ritchie County,  West Virginia",44.6,34.7,54.9,
2495,"Riverside County,  California",27,24.5,29.6,"2,450,758.00"
2496,"Roane County,  Tennessee",34.1,25.6,43.6,
2497,"Roane County,  West Virginia",41.9,34.6,49.4,
2498,"Roanoke City,  Virginia",35,30.1,40.5,
2499,"Roanoke County,  Virginia",29.6,25.1,34.1,
2500,"Roberts County,  South Dakota",36.9,29.4,45.8,
2501,"Roberts County,  Texas",22.1,13.4,34.6,
2502,"Robertson County,  Kentucky",26.1,17,37.8,
2503,"Robertson County,  Tennessee",34,25.7,43.6,
2504,"Robertson County,  Texas",36.6,24.4,50.5,
2505,"Robeson County,  North Carolina",39.1,33.8,44.1,
2506,"Rock County,  Minnesota",23.8,17.6,31.1,
2507,"Rock County,  Nebraska",34.6,26,44.2,
2508,"Rock County,  Wisconsin",36.1,30.9,41.4,
2509,"Rock Island County,  Illinois",33.6,27.5,40.4,
2510,"Rockbridge County,  Virginia",27,19.8,34.9,
2511,"Rockcastle County,  Kentucky",33.4,26.4,41.5,
2512,"Rockdale County,  Georgia",41.8,31.8,52.6,
2513,"Rockingham County,  New Hampshire",25.7,23.6,27.6,"309,176.00"
2514,"Rockingham County,  North Carolina",36.5,27.9,45.9,
2515,"Rockingham County,  Virginia",27.2,22.6,32.2,
2516,"Rockland County,  New York",22.8,19.9,26,"325,695.00"
2517,"Rockwall County,  Texas",24.3,15.7,35.8,
2518,"Roger Mills County,  Oklahoma",34.2,24.5,44.8,
2519,"Rogers County,  Oklahoma",31.2,26,36.1,
2520,"Rolette County,  North Dakota",42.7,36.8,48.5,
2521,"Rooks County,  Kansas",35.6,28.2,43,
2522,"Roosevelt County,  Montana",35,30.3,39.7,
2523,"Roosevelt County,  New Mexico",28.8,22.5,35.7,
2524,"Roscommon County,  Michigan",34.4,25.9,44.1,
2525,"Roseau County,  Minnesota",34.6,28.6,41.1,
2526,"Rosebud County,  Montana",31.8,27.1,36.6,
2527,"Ross County,  Ohio",36.7,32,41.8,
2528,"Routt County,  Colorado",14.8,11.1,19,
2529,"Rowan County,  Kentucky",38.2,32.7,43.9,
2530,"Rowan County,  North Carolina",37.8,30.6,45.7,
2531,"Runnels County,  Texas",28.7,17.7,42.3,
2532,"Rush County,  Indiana",29.3,20.5,39.2,
2533,"Rush County,  Kansas",39.2,30,48.2,
2534,"Rusk County,  Texas",38.8,33.5,44.3,
2535,"Rusk County,  Wisconsin",25.5,17.2,35.8,
2536,"Russell County,  Alabama",45,35.5,54.6,
2537,"Russell County,  Kansas",33.1,26.6,40.8,
2538,"Russell County,  Kentucky",31.8,25,39.2,
2539,"Russell County,  Virginia",38.2,29.4,46.9,
2540,"Rutherford County,  North Carolina",27.9,20.3,36.5,
2541,"Rutherford County,  Tennessee",35.9,31.4,40.6,"324,890.00"
2542,"Rutland County,  Vermont",31.7,29,34.4,
2543,"Río Grande Municipio,  Puerto Rico",No Data,No Data,No Data,
2544,"Sabana Grande Municipio,  Puerto Rico",No Data,No Data,No Data,
2545,"Sabine County,  Texas",32.4,20.7,46.2,
2546,"Sabine Parish,  Louisiana",46.5,36.2,56.6,
2547,"Sac County,  Iowa",29.9,21.6,38.8,
2548,"Sacramento County,  California",28.7,26.5,31,"1,540,975.00"
2549,"Sagadahoc County,  Maine",24.8,21.8,28,
2550,"Saginaw County,  Michigan",37.3,33.6,41.5,
2551,"Saguache County,  Colorado",28.7,21.1,37.1,
2552,"Salem City,  Virginia",26.8,17.4,37.9,
2553,"Salem County,  New Jersey",36.3,33.2,39.7,
2554,"Salinas Municipio,  Puerto Rico",No Data,No Data,No Data,
2555,"Saline County,  Arkansas",30,25.3,35,
2556,"Saline County,  Illinois",26.4,16.2,39.3,
2557,"Saline County,  Kansas",34.5,31.5,37.4,
2558,"Saline County,  Missouri",36.1,28.6,43.9,
2559,"Saline County,  Nebraska",36.3,31.4,40.9,
2560,"Salt Lake County,  Utah",24.7,23.7,25.7,"1,152,633.00"
2561,"Saluda County,  South Carolina",38.2,31.7,45.4,
2562,"Sampson County,  North Carolina",34.9,26.8,43.1,
2563,"San Augustine County,  Texas",40.1,24.7,56.4,
2564,"San Benito County,  California",31.9,22.7,42,
2565,"San Bernardino County,  California",28.6,25.8,31.5,"2,171,603.00"
2566,"San Diego County,  California",20.2,18.5,21.7,"3,343,364.00"
2567,"San Francisco County,  California",18.5,15.9,21.4,"883,305.00"
2568,"San Germán Municipio,  Puerto Rico",No Data,No Data,No Data,
2569,"San Jacinto County,  Texas",29.5,18,44.2,
2570,"San Joaquin County,  California",32.5,28.4,36.5,"752,660.00"
2571,"San Juan County,  Colorado",23.3,14.7,34.7,
2572,"San Juan County,  New Mexico",33.4,31.4,35.7,
2573,"San Juan County,  Utah",35.2,30.4,40.3,
2574,"San Juan County,  Washington",17,12.9,21.1,
2575,"San Juan Municipio,  Puerto Rico",No Data,No Data,No Data,
2576,"San Lorenzo Municipio,  Puerto Rico",No Data,No Data,No Data,
2577,"San Luis Obispo County,  California",25.3,20.4,30.2,"284,010.00"
2578,"San Mateo County,  California",20.7,17.6,24.2,"769,545.00"
2579,"San Miguel County,  Colorado",17.6,11.8,25.6,
2580,"San Miguel County,  New Mexico",28.8,22.3,36.3,
2581,"San Patricio County,  Texas",40.5,31.4,49.7,
2582,"San Saba County,  Texas",25.2,15.1,38.7,
2583,"San Sebastián Municipio,  Puerto Rico",No Data,No Data,No Data,
2584,"Sanborn County,  South Dakota",40.1,26.4,54.7,
2585,"Sanders County,  Montana",24,18.7,30.1,
2586,"Sandoval County,  New Mexico",24.7,21.2,28.4,
2587,"Sandusky County,  Ohio",34.1,27.9,40.7,
2588,"Sangamon County,  Illinois",30.3,24.4,36.4,
2589,"Sanilac County,  Michigan",31.7,24.7,39.4,
2590,"Sanpete County,  Utah",30.6,26.9,34.3,
2591,"Santa Barbara County,  California",24.6,20.4,29.5,"446,527.00"
2592,"Santa Clara County,  California",19.2,17.2,21.3,"1,937,570.00"
2593,"Santa Cruz County,  Arizona",26.7,19.7,34.7,
2594,"Santa Cruz County,  California",18.6,14.5,23.2,"274,255.00"
2595,"Santa Fe County,  New Mexico",14.2,11.9,16.6,
2596,"Santa Isabel Municipio,  Puerto Rico",No Data,No Data,No Data,
2597,"Santa Rosa County,  Florida",29.9,26.6,33.3,
2598,"Sarasota County,  Florida",21.5,18.6,24.7,"426,718.00"
2599,"Saratoga County,  New York",25.5,22.7,28.5,"230,163.00"
2600,"Sargent County,  North Dakota",30.8,24,39.3,
2601,"Sarpy County,  Nebraska",32.4,30.1,34.8,
2602,"Sauk County,  Wisconsin",30.4,24.4,36.4,
2603,"Saunders County,  Nebraska",34.8,30.4,39.3,
2604,"Sawyer County,  Wisconsin",36.6,30.7,43.1,
2605,"Schenectady County,  New York",29.8,25.9,33.7,
2606,"Schleicher County,  Texas",23,13.7,37,
2607,"Schley County,  Georgia",26.3,15,41.9,
2608,"Schoharie County,  New York",35.5,30.8,40.3,
2609,"Schoolcraft County,  Michigan",27.9,17.8,39.6,
2610,"Schuyler County,  Illinois",24.6,15.3,37.9,
2611,"Schuyler County,  Missouri",30,20.1,42.8,
2612,"Schuyler County,  New York",31.6,26.6,36.9,
2613,"Schuylkill County,  Pennsylvania",31.5,24.1,39.3,
2614,"Scioto County,  Ohio",38.2,33.7,42.8,
2615,"Scotland County,  Missouri",31.9,21.8,43.1,
2616,"Scotland County,  North Carolina",39.4,30.6,48.8,
2617,"Scott County,  Arkansas",38.6,27.3,51.1,
2618,"Scott County,  Illinois",27.1,16.3,42.4,
2619,"Scott County,  Indiana",32.1,24.8,39.7,
2620,"Scott County,  Iowa",32.7,29.4,36.1,
2621,"Scott County,  Kansas",39.7,31.6,47.8,
2622,"Scott County,  Kentucky",34,26.4,41.4,
2623,"Scott County,  Minnesota",28.9,25.7,32.2,
2624,"Scott County,  Mississippi",49,41.2,56.9,
2625,"Scott County,  Missouri",35.9,30.8,41.1,
2626,"Scott County,  Tennessee",42.4,32.3,52.9,
2627,"Scott County,  Virginia",30.2,23,38,
2628,"Scotts Bluff County,  Nebraska",35.9,33.2,38.7,
2629,"Screven County,  Georgia",29.2,18.9,40.7,
2630,"Scurry County,  Texas",29.5,18.3,42.7,
2631,"Searcy County,  Arkansas",32.6,23.1,43.9,
2632,"Sebastian County,  Arkansas",31.1,26.9,35.8,
2633,"Sedgwick County,  Colorado",26.6,18.3,36.3,
2634,"Sedgwick County,  Kansas",33.5,32.4,34.7,"513,607.00"
2635,"Seminole County,  Florida",26.3,23.3,29.4,"467,832.00"
2636,"Seminole County,  Georgia",30.7,17.1,45.8,
2637,"Seminole County,  Oklahoma",34.1,27,42.4,
2638,"Seneca County,  New York",38.4,33.7,43.5,
2639,"Seneca County,  Ohio",34.3,28.3,41,
2640,"Sequatchie County,  Tennessee",38.1,28.1,49,
2641,"Sequoyah County,  Oklahoma",36.4,29.3,44.4,
2642,"Sevier County,  Arkansas",33.2,26.2,40.7,
2643,"Sevier County,  Tennessee",45,37.3,52.4,
2644,"Sevier County,  Utah",29.3,25.2,33.5,
2645,"Seward County,  Kansas",35.7,29.8,42.3,
2646,"Seward County,  Nebraska",31.7,27.8,35.8,
2647,"Shackelford County,  Texas",27.5,16,40.8,
2648,"Shannon County,  Missouri",35,24.3,47.1,
2649,"Shannon County,  South Dakota",No Data,No Data,No Data,
2650,"Sharkey County,  Mississippi",49.3,26.2,69.7,
2651,"Sharp County,  Arkansas",38.5,29.3,48.4,
2652,"Shasta County,  California",23.3,18.3,29.5,
2653,"Shawano County,  Wisconsin",36.1,28.7,44.6,
2654,"Shawnee County,  Kansas",37.2,35.2,39.1,
2655,"Sheboygan County,  Wisconsin",28.4,23.8,33.4,
2656,"Shelby County,  Alabama",34.8,30.7,38.7,
2657,"Shelby County,  Illinois",32,21,44,
2658,"Shelby County,  Indiana",36.8,30.7,43.3,
2659,"Shelby County,  Iowa",34.9,26.3,44.5,
2660,"Shelby County,  Kentucky",30.6,23.9,38,
2661,"Shelby County,  Missouri",28,19.6,38.1,
2662,"Shelby County,  Ohio",32.1,23.9,40.3,
2663,"Shelby County,  Tennessee",35.4,32.7,38.3,"935,764.00"
2664,"Shelby County,  Texas",26.1,15.4,38.3,
2665,"Shenandoah County,  Virginia",33.1,26.1,40.5,
2666,"Sherburne County,  Minnesota",29.6,26.1,33.3,
2667,"Sheridan County,  Kansas",22.4,15.6,31.4,
2668,"Sheridan County,  Montana",38.4,30.8,47.1,
2669,"Sheridan County,  Nebraska",32.3,27.7,37.3,
2670,"Sheridan County,  North Dakota",37.3,27.4,48.1,
2671,"Sheridan County,  Wyoming",28,24.3,31.5,
2672,"Sherman County,  Kansas",40,31.9,48.2,
2673,"Sherman County,  Nebraska",35.6,28.3,43.7,
2674,"Sherman County,  Oregon",28.3,17.3,42.4,
2675,"Sherman County,  Texas",26.7,16,40.9,
2676,"Shiawassee County,  Michigan",38.4,32.5,44.1,
2677,"Shoshone County,  Idaho",36.2,28.3,43.6,
2678,"Sibley County,  Minnesota",39.6,31.1,48.1,
2679,"Sierra County,  California",23.3,13.6,35.7,
2680,"Sierra County,  New Mexico",26.6,20.1,33.7,
2681,"Silver Bow County,  Montana",24.9,20.9,29,
2682,"Simpson County,  Kentucky",38,29.3,48.1,
2683,"Simpson County,  Mississippi",44.4,34.5,54.1,
2684,"Sioux County,  Iowa",28.5,23.1,34.4,
2685,"Sioux County,  Nebraska",22.3,15.1,30.3,
2686,"Sioux County,  North Dakota",38.5,29.5,49,
2687,"Siskiyou County,  California",31.9,22.8,42.7,
2688,"Sitka City and Borough,  Alaska",26.2,19.8,33.4,
2689,"Skagit County,  Washington",29.2,25.4,33.2,
2690,"Skagway Municipality,  Alaska",32.4,20.8,45.7,
2691,"Skagway-Hoonah-Angoon,  Alaska",No Data,No Data,No Data,
2692,"Skamania County,  Washington",33.1,27.1,39.6,
2693,"Slope County,  North Dakota",25.7,15.8,37.8,
2694,"Smith County,  Kansas",38.3,28.8,48.6,
2695,"Smith County,  Mississippi",37.7,29.3,46.7,
2696,"Smith County,  Tennessee",29.6,20.3,41.6,
2697,"Smith County,  Texas",34.5,28.4,41.3,"230,221.00"
2698,"Smyth County,  Virginia",31.6,23.8,39.5,
2699,"Snohomish County,  Washington",28.6,27,30.3,"814,901.00"
2700,"Snyder County,  Pennsylvania",34.2,26.5,42,
2701,"Socorro County,  New Mexico",33.6,26,41.9,
2702,"Solano County,  California",30,25.2,34.7,"446,610.00"
2703,"Somerset County,  Maine",33.8,30.8,36.8,
2704,"Somerset County,  Maryland",44.6,38.8,50.4,
2705,"Somerset County,  New Jersey",21.5,19.1,24.2,"331,164.00"
2706,"Somerset County,  Pennsylvania",38,29,47.2,
2707,"Somervell County,  Texas",28.4,16.8,42.9,
2708,"Sonoma County,  California",22.2,18.8,25.9,"499,942.00"
2709,"Southampton County,  Virginia",44.8,35.2,55.7,
2710,"Southeast Fairbanks Census Area,  Alaska",32.7,27.9,38,
2711,"Spalding County,  Georgia",39.3,29.5,49.4,
2712,"Spartanburg County,  South Carolina",32.3,29.5,35.4,"313,888.00"
2713,"Spencer County,  Indiana",35.9,27.1,44.9,
2714,"Spencer County,  Kentucky",35.9,25.8,47.5,
2715,"Spink County,  South Dakota",41.3,31.7,51.9,
2716,"Spokane County,  Washington",27.8,26,29.7,"514,631.00"
2717,"Spotsylvania County,  Virginia",31.7,26.4,37.3,
2718,"St. Bernard Parish,  Louisiana",42.4,36.6,48.2,
2719,"St. Charles County,  Missouri",29.3,26.2,32.5,"399,182.00"
2720,"St. Charles Parish,  Louisiana",37.1,30.1,44.8,
2721,"St. Clair County,  Alabama",36.7,31.3,42.4,
2722,"St. Clair County,  Illinois",36.8,31.2,42.7,"261,059.00"
2723,"St. Clair County,  Michigan",33.2,28.7,37.5,
2724,"St. Clair County,  Missouri",37.3,24.8,51.2,
2725,"St. Croix County,  Wisconsin",27.3,20.9,34.2,
2726,"St. Francis County,  Arkansas",42.9,35.7,49.9,
2727,"St. Francois County,  Missouri",38.6,32.5,44.9,
2728,"St. Helena Parish,  Louisiana",32.2,20.9,45.9,
2729,"St. James Parish,  Louisiana",37.9,28.1,47.9,
2730,"St. John The Baptist Parish,  Louisiana",43,34.9,51.3,
2731,"St. Johns County,  Florida",22.7,19.6,25.8,"254,261.00"
2732,"St. Joseph County,  Indiana",32.7,29.5,36.2,"270,771.00"
2733,"St. Joseph County,  Michigan",33.7,26.7,40.8,
2734,"St. Landry Parish,  Louisiana",33.4,26.8,40.4,
2735,"St. Lawrence County,  New York",32.5,29.1,36,
2736,"St. Louis City,  Missouri",34.2,31.1,37.3,
2737,"St. Louis County,  Minnesota",27.7,25.8,29.9,
2738,"St. Louis County,  Missouri",27.6,25.4,29.5,"996,945.00"
2739,"St. Lucie County,  Florida",29.9,26.5,33.7,"321,128.00"
2740,"St. Martin Parish,  Louisiana",36.6,29.4,44.9,
2741,"St. Mary Parish,  Louisiana",37.9,31.1,45.1,
2742,"St. Marys County,  Maryland",36.2,32.8,39.3,
2743,"St. Tammany Parish,  Louisiana",30.1,26.3,34.1,"258,111.00"
2744,"Stafford County,  Kansas",31.6,24.4,40.3,
2745,"Stafford County,  Virginia",34.3,28.9,39.7,
2746,"Stanislaus County,  California",30.4,25.9,35.3,"549,815.00"
2747,"Stanley County,  South Dakota",27.7,18.5,39.1,
2748,"Stanly County,  North Carolina",28.3,20,38.7,
2749,"Stanton County,  Kansas",38.3,28.1,49.6,
2750,"Stanton County,  Nebraska",37.6,30.8,44.4,
2751,"Stark County,  Illinois",24.4,15.7,37.3,
2752,"Stark County,  North Dakota",33.4,29.2,37.7,
2753,"Stark County,  Ohio",34.8,31,38.6,"371,574.00"
2754,"Starke County,  Indiana",32.4,24.1,41.7,
2755,"Starr County,  Texas",38.4,26.8,52.3,
2756,"Staunton City,  Virginia",31.2,20.3,43.6,
2757,"Ste. Genevieve County,  Missouri",34.8,25.5,44.5,
2758,"Stearns County,  Minnesota",28.8,26.3,31.5,
2759,"Steele County,  Minnesota",31.1,26.3,36.4,
2760,"Steele County,  North Dakota",35.1,25.5,46.5,
2761,"Stephens County,  Georgia",37.5,26,49.7,
2762,"Stephens County,  Oklahoma",34.3,28.6,40.7,
2763,"Stephens County,  Texas",30.7,19.5,44.6,
2764,"Stephenson County,  Illinois",33.8,24.7,44.7,
2765,"Sterling County,  Texas",24.3,14.9,37.7,
2766,"Steuben County,  Indiana",29.4,23.4,36.8,
2767,"Steuben County,  New York",33.9,29.6,38.4,
2768,"Stevens County,  Kansas",37.9,29,46.7,
2769,"Stevens County,  Minnesota",31.5,24.5,39.7,
2770,"Stevens County,  Washington",31.6,27.2,36,
2771,"Stewart County,  Georgia",31.9,17.5,49.3,
2772,"Stewart County,  Tennessee",25.7,15.8,38.7,
2773,"Stillwater County,  Montana",23.4,17.6,30.4,
2774,"Stoddard County,  Missouri",36.1,30.7,42.1,
2775,"Stokes County,  North Carolina",32.4,24.2,42.1,
2776,"Stone County,  Arkansas",39.6,30.8,48.7,
2777,"Stone County,  Mississippi",41.2,31.3,51.5,
2778,"Stone County,  Missouri",30.6,22.3,40.4,
2779,"Stonewall County,  Texas",26.5,14.6,41.5,
2780,"Storey County,  Nevada",22.5,14.8,31.6,
2781,"Story County,  Iowa",26.9,23.1,30.6,
2782,"Strafford County,  New Hampshire",29.5,27,32.2,
2783,"Stutsman County,  North Dakota",32.3,27.3,37.2,
2784,"Sublette County,  Wyoming",29.7,23.9,35.8,
2785,"Suffolk City,  Virginia",31.9,26.7,37.5,
2786,"Suffolk County,  Massachusetts",21.7,20,23.4,"807,252.00"
2787,"Suffolk County,  New York",24,21.8,26.2,"1,481,093.00"
2788,"Sullivan County,  Indiana",30.3,22.5,39.7,
2789,"Sullivan County,  Missouri",30.6,21.1,40.7,
2790,"Sullivan County,  New Hampshire",33.9,30.5,37.5,
2791,"Sullivan County,  New York",32.6,28.4,36.9,
2792,"Sullivan County,  Pennsylvania",29.6,19.5,41.3,
2793,"Sullivan County,  Tennessee",34.3,30.8,37.9,
2794,"Sully County,  South Dakota",26.7,17.3,39,
2795,"Summers County,  West Virginia",37.8,30,46.4,
2796,"Summit County,  Colorado",15.7,11.4,20.9,
2797,"Summit County,  Ohio",29.7,26.5,33,"541,918.00"
2798,"Summit County,  Utah",13.8,11.5,16.4,
2799,"Sumner County,  Kansas",43,37.5,48.1,
2800,"Sumner County,  Tennessee",30.5,24.8,36.6,
2801,"Sumter County,  Alabama",42.6,35.2,49.5,
2802,"Sumter County,  Florida",31.8,27,36.8,
2803,"Sumter County,  Georgia",36.7,26.2,48.6,
2804,"Sumter County,  South Carolina",38.2,34.7,42,
2805,"Sunflower County,  Mississippi",50.2,43.2,57.7,
2806,"Surry County,  North Carolina",29.9,22.4,38,
2807,"Surry County,  Virginia",25.3,15.9,37,
2808,"Susquehanna County,  Pennsylvania",33.7,25.2,42.4,
2809,"Sussex County,  Delaware",32.6,30.7,34.7,"229,286.00"
2810,"Sussex County,  New Jersey",26.7,23.7,29.5,
2811,"Sussex County,  Virginia",39.2,30.7,48.2,
2812,"Sutter County,  California",31.7,23.7,40.2,
2813,"Sutton County,  Texas",32.6,19.3,47.9,
2814,"Suwannee County,  Florida",39,35.6,42.6,
2815,"Swain County,  North Carolina",31.2,20.7,43.4,
2816,"Sweet Grass County,  Montana",27.8,20.6,36,
2817,"Sweetwater County,  Wyoming",29.5,25.9,32.9,
2818,"Swift County,  Minnesota",38.2,30.5,47.2,
2819,"Swisher County,  Texas",24,14.8,37.2,
2820,"Switzerland County,  Indiana",34.3,24.9,44.8,
2821,"Talbot County,  Georgia",36.6,22.6,50.8,
2822,"Talbot County,  Maryland",28.7,25.1,32,
2823,"Taliaferro County,  Georgia",35.4,15.7,58.6,
2824,"Talladega County,  Alabama",38.9,34.1,43.9,
2825,"Tallahatchie County,  Mississippi",44.1,35.8,52.1,
2826,"Tallapoosa County,  Alabama",36,30.3,42,
2827,"Tama County,  Iowa",35.6,27.7,44.3,
2828,"Taney County,  Missouri",28.8,21.2,37.6,
2829,"Tangipahoa Parish,  Louisiana",38.5,33.9,43.5,
2830,"Taos County,  New Mexico",18.7,14.6,22.9,
2831,"Tarrant County,  Texas",29.3,26.4,32.1,"2,084,931.00"
2832,"Tate County,  Mississippi",36.7,30,43.1,
2833,"Tattnall County,  Georgia",43.3,31.4,54.9,
2834,"Taylor County,  Florida",34.6,31.2,38,
2835,"Taylor County,  Georgia",38.5,24.1,54.5,
2836,"Taylor County,  Iowa",32,22.7,42.9,
2837,"Taylor County,  Kentucky",35.8,28.5,42.9,
2838,"Taylor County,  Texas",32.1,26.1,38.2,
2839,"Taylor County,  West Virginia",39.7,33.1,47,
2840,"Taylor County,  Wisconsin",32.2,25.9,39.2,
2841,"Tazewell County,  Illinois",32.2,26.1,39.1,
2842,"Tazewell County,  Virginia",32.1,26,38.6,
2843,"Tehama County,  California",27.2,19.4,36.5,
2844,"Telfair County,  Georgia",24.9,16.5,36,
2845,"Teller County,  Colorado",20.1,15.4,25.9,
2846,"Tensas Parish,  Louisiana",30.4,20.2,41.3,
